Entity ID,Rating,Cash,Total debt/total asset,Employees,Revenue - Total,Net Cash Flow
24943,BB-,20.956,0.296627437,2.218,815.101,96.6
25056,BBB,1539,0.339447594,25,29318,744
25092,CCC+,89.03,0.393003658,0.648,264.908,40.113
25119,BBB+,121.665,0.110330522,37.8,8959.087,703.653
25124,A,524,0.461255949,26.498,10534,2130
25130,BB-,65.403,0.381884652,5.5,1684.928,-23.984
25157,B+,385,0.449990072,24,11584,377
25180,BBB-,429.7,0.224596842,19.795,7410.5,605.9
25279,BBB-,196,0.299513705,27,8386,766
25339,BB,14.6,0.439568516,1.609,969.2,943.8
25340,BBB-,1303.2,0.211066797,6.976,12170.9,32
25405,B,101.1,0.388606353,10,3858.4,-10.7
25434,A,2128.8,0.223469067,254,21315.9,2825.1
25495,B+,1776,0.672489083,2.457,4318,3418
25509,BB-,187.591,0.370174526,6.4,1450.047,-294.228
25536,BB-,92.982,0.325695661,3.6,1829.017,137.261
25749,BB,27.044,0.365360334,3.62,2440.413,25.266
25792,BBB+,404,0.488552753,7.442,4287,8501
25870,BB,188.5,0.373646714,3.583,1638,30.3
25874,CCC,28.312,1.871303327,0.064,66.667,-114.793
25895,BB,52.149,0.178843405,1.971,1238.452,178.455
26013,BB-,9.372,0.453205602,0.607,1180.376,1879.993
26021,B,399.644,0.296532429,3.716,830.985,-15.882
26061,BB,1329.187,0.34062145,9.1,3139.882,-158.688
26069,B+,1275.875,0.377348872,0.241,385.91,2068.483
26539,BB-,883.171,0.123301165,2.729,432.727,113.663
26658,BBB+,91,0.144048037,6.816,6018,1189
27845,BBB,1724,0.23235646,16.7,14570.6,-23696.8
27914,A-,3877,0.149314853,51.6,54932,2668
27928,BBB+,638,0.114823529,7.9,4694,-539
28139,BB,398.288,0.119733081,45.397,6481.181,158.695
28169,BBB,412,0.259270176,15.2,13665,980
28180,BBB+,146.598,0.261933578,74.58,8593.096,559.393
28191,BB+,132.603,0.36313686,66.1,8498.631,2760.499
28194,BB,226.7,0.45525649,7,3339.8,187.3
28195,BBB-,912.059,0.200918037,138,18353.086,1169.719
28216,A-,1200.718,0.074001732,2.482,11521.511,2521.107
28295,B-,147.827,0.323654679,6.1,1265.497,37.07
28296,CCC+,573.025,0.567444714,0.197,166.019,252.018
28349,A-,436,0.058438449,43.5,36128,2467
28462,BB-,61.011,0.492356714,6.237,796.21,47.928
28477,BBB,361.349,0.1915944,3.436,1662.167,350.887
28555,BB+,62.286,0.531749699,4.07,2174.449,363.913
28590,BBB-,183.5,0.124122719,60.7,3020.6,122.6
28742,BBB+,443.7,0.231315155,27,9071,301.9
28930,BBB,858,0.339560895,226.5,17072,3171
28940,BB,848.116,0.425596229,8.4,2351.118,716.498
29011,B+,193.862,0.684926043,19.932,2183.976,175.838
29028,A+,3379,0.133431837,218,118719,873
29131,BB-,170.177,0.227866201,2.311,1007.981,125.335
29135,BB-,2.705,0.381810524,0.252,601.979,296.394
29173,BB+,555,0.56377551,0.994,1472,1541
29392,BBB,181,0.408293977,14,9008,547
29453,BB-,875.836,0.914980072,0.911,1283.167,4503.733
29733,BBB+,50.038,0.208066671,8.111,3818.749,436.942
29734,BB,4.137,0.463748707,1.998,508.403,91.391
29751,BBB-,2269.756,0.259976006,5,2677.203,-844.5
29755,B-,228.871,0.59019103,1.1,1822.114,-34.514
29830,BBB,340.9,0.238573326,39,14171.8,1457.4
29894,B+,14.405,0.581867205,5.299,833.488,44.995
29955,B,542,0.686232167,21.5,9674,124
29968,B,173.2,0.450099108,8.5,5882.5,241.9
30259,B+,229.51,0.9623961,18.808,3034.38,71.789
30536,BB-,68.038,0.581888506,19.37,2179.49,91.64
30651,BB+,114.564,0.367750053,10,3398.115,207.168
30671,BBB,122.8,0.249173559,14.5,8613.4,526.3
30778,B+,43.459,0.720511794,2.95,638.013,11.174
30990,BBB,9976,0.138368162,47.3,27495,27583
31203,B+,123.238,0.207082395,1.432,711.335,75.988
31560,BB+,79.342,0.16980821,1.071,512.156,29.182
31564,BB-,75.753,0.343582357,4.111,1005.701,-151.246
31673,A-,2741.832,0.114993493,19,146849.686,3743.569
60800,BB-,259.984,0.675666525,8.4,2736.949,716.015
60900,B+,5323.725,0.553232402,16,15094.562,5999.231
60902,BB-,325.991,0.183824786,6.199,2450.58,198.592
60979,BBB,398.484,0.26788667,20,2931.188,973.501
61034,B+,567.994,0.467698556,7.9,2328.569,64.815
61188,BBB-,10.896,0.476891509,0,2049.623,451.57
61338,CCC+,5.532,1.081033212,7.3,1660.001,-70.315
61408,BBB,282.6,0.055300835,4.9,4945.8,442.6
61409,BB+,156.233,0.310879196,2.8,1564.342,463.542
61483,BB,913.187,0.477413388,70.3,14745.105,611.463
61567,A+,914.1,0.207084232,46,11263.7,1183.8
61576,BB-,65.298,0.602947411,3.687,974.807,304.087
61685,BB-,481.62,0.429773893,13.2,1948.903,260.68
61811,BBB,546,0.449906682,13.414,5379.8,712.4
61870,BB+,1283.757,0.414809326,8.9,1824.228,955.886
62266,BB+,126.351,0.366633815,3.312,760.958,41.236
62337,B,652,0.142655492,4.881,987.1,336.3
62374,BB-,236.484,0.640701396,24,3511.453,669.268
62391,B,51.529,0.688210104,1.89,957.674,24.236
62516,B,132.403,0.160809361,1.741,1319.094,38.173
62634,BB+,1119.469,0.027035394,8.5,5169.135,1055.181
62655,BB-,17.98,0.285947847,17,7710.226,247.479
62823,BB+,216.158,0.164255081,4.718,1810.394,108.178
62897,BBB-,93.2,0.381660159,13,2213.1,45.3
63123,BB,32.319,0.302151629,7.3,2001.527,1126.991
63422,BB-,35.53,0.593587279,3.3,1500.294,693.731
63490,CCC,9.569,0.713155297,2.104,935.589,66.973
63605,B+,418,0.591758555,2.372,6692,1431
63645,B+,517.25,0.573709315,4.894,4010.274,118.713
63847,BB,24,0.206385212,24,20118.5,805.7
63892,BBB+,1408,0.128098392,36.627,7251,-181
63952,B-,115.371,0.15113026,2.744,1558.126,97.936
64030,BB+,841.483,0.366328172,7.695,7777.109,427.344
64166,BBB+,359,0.369108911,43,7515,378
64356,B+,777.615,0.364374721,5.555,2600.573,285.292
64389,BB+,24.69,0.426894097,9.1,3612.914,105.083
64480,B+,192.627,0.291411548,1.7,649.093,-94.55
64552,A,1855,0.063050871,6.01,3327,740
64625,BBB,307.521,0.703806114,0.3,1004.3,1690.88
64690,A-,1226.7,0.160740309,70.293,10073.6,668.2
64768,AA-,19334,0.182405698,341.4,135987,13532
65084,BB,37.711,0.444430622,13.755,1847.785,94.608
65220,B+,4.194,0.814976324,0.227,443.594,581.108
65275,BB-,14.633,0.446800087,31.2,1569.841,307.052
65399,B+,160,0.393744988,8,3199,52
65417,BB,704,1.654070829,90,6366,1064
65590,BB,50.389,0.190252174,4.2,695.977,21.906
65614,BB,5,0.27631935,2.988,2023.7,-285.7
65615,BB+,202.463,0.98468095,1.789,924.641,107.951
65702,B,2.544,0.79802284,2,565.03,63.196
65718,BB+,20.992,0.271814291,13.5,10887.612,179.85
65831,BB-,3.108,0.230722033,9.8,9731.779,220.257
66016,BBB,512,0.319958492,11,6022,771
66065,BB-,312,0.600016683,12.5,5762,989
66319,BBB+,21.4,0.400705308,1.136,1824.6,1852.4
66368,BB+,231.945,0.529942533,0.99,1142.167,44.186
66599,BBB,555.102,0.134828113,1.447,1238.26,-79.264
100873,BB+,754,0.491926256,43,6309,1048
105365,BBB-,787.161,0.592459928,4.507,5785.668,2604.31
105590,B,44.597,0.332780946,0.881,124.438,-9.698
106112,B+,185.9,0.225303951,1.667,683.8,410.6
106709,BB+,228.7,0.441358309,5.6,566.4,106.9
108297,BB-,715.311,0.159917031,3.221,1545.591,302.506
110039,BB,549.518,0.351810299,27.9,3893.635,617.223
110065,BBB,92.8,0.114681963,2.3,1538.707,70.172
110732,BBB+,154.382,0.32312401,14.671,3375.863,440.443
111491,B-,35.097,0.45893876,1.156,656.322,25.666
111880,BBB,768.66,0,25.561,3718.229,173.938
112030,CC,131.259,0.988173372,5.479,1141.4,15.748
112034,B,2.491,0.618816991,1.651,346.18,3.161
112158,BB,557.2,0.066860362,26.4,6016.5,75.9
112168,BBB+,67.8,0.370976655,33,9387.7,996.6
113419,BB+,138.8,0.125221351,130,2913.6,159.8
113490,BBB-,567.599,0.532275371,3.2,3921.225,1685.972
114524,BBB+,1816,0.314882375,12.6,8979,2082
114628,BBB+,121711,0.229596647,34.4,37712,19002
115044,BBB,110.417,0.518762561,1.499,1106.591,2882.594
117145,CCC,23.835,0,0.484,144.619,8.491
117861,BB-,481.2,0.40628172,13.1,3948,426
117902,B+,46.843,0.434525795,2.828,460.245,37.179
118122,BBB,838,0.322079401,145,16661,860
118264,BBB-,39.812,1.534694999,0.156,353,27.49
118502,BB,134.929,0.613539508,4.9,949.794,327.408
119314,BBB+,2081.075,0.312468796,18.5,10743.006,3982.434
120093,B,60.475,0.300748553,2.307,1876.245,-499.47
120297,BB-,96.1,0.457667352,47,6364,332.8
120301,B-,45.812,0.737964624,1.348,456.219,21.569
120444,BB,110.131,0.303527022,9,7336.017,23.972
120458,BB-,176.68,0.272840588,0.6,434.161,15.757
120774,BB+,1257.075,0.30407297,5.96,2345.61,312.101
120824,BB-,75.774,0.457629664,2.934,1168.16,234.544
120877,BBB,2051,0.24785204,5.55,12503,-5586
121382,BB-,146.109,1.107185151,1.241,1633.125,453.968
121718,BBB,1833.2,0.227339098,9.832,4990.1,876.4
121817,B-,0.13,0.442314339,1.59,274.321,15.525
122017,BBB-,1520.822,0.308474804,9.988,4122.859,1282.918
122172,BB,123.95,0.291779969,2.426,874.255,323.538
122194,BBB,19,0.330068819,1.632,2189.7,477.6
122380,BBB,50.2,0.349769926,10.6,3641.6,99.3
123415,BB,71.363,0.341655746,3.6,1171.314,1692.368
123455,B+,252.2,0.120897199,1.327,482.2,122.9
124046,BBB-,31.749,0.51391691,0,1060.697,286.962
124254,B,78,0.517022504,2.1,759.9,51.5
124358,B,10.389,0.84250897,0.53,298.297,38.331
126056,B-,69.1,0.454353785,2.9,668.7,50.8
126296,BBB-,1796.811,0.200242547,20.075,8773.564,873.715
126554,BBB+,2289,0.245065368,12.5,4202,525
127377,BBB-,502.024,0.275272774,8.091,2612.623,-294.003
128978,BBB,239.3,0.457036524,14,5779,824.7
130618,BBB,35,0.27602051,1.335,4265,2293
133289,A,6698,0.033240654,20.98,28899,2125
133366,BBB-,930.1,0.18232816,11.1,2963.7,435.9
133367,BB+,738.9,0.323629886,6,2362,93.4
133768,A-,17877,0.025303639,58,63110,11277
134932,BB,1028.1,0.443143088,32,3906.9,2845.9
135484,BB-,522,0.605245924,28.332,8896,2401
135990,BB-,1973,0.593180695,8.763,12351,1278
136266,B+,18.963,0.293301437,1.433,323.9,19.605
136648,BB-,878,0.145806995,10,3161,-2142
137131,BBB-,117.626,0.445348477,11,1681.432,689.045
137232,BBB,492,0.138716567,1.277,1010.7,108.9
137573,BB,406.389,0.285182627,3.727,1175.27,125.808
137943,BB-,61.52,0.553553534,1.116,258.514,23.149
138205,BBB,734.516,0.244779937,5.5,2398.373,482.525
138743,BB+,748.476,0.522716138,5.993,3611.989,122.288
138861,B+,153.425,0.384345055,8.6,549.824,71.182
139665,BBB+,2051.5,0.574962927,10.6,3604.2,216.3
139804,BB-,256.277,0.363600947,28.36,2533.359,81.227
140760,BBB,1676,0.377634779,24.1,13502,-1154
142337,CCC,6.486,1.929458466,0.019,144.903,94.06
142953,BBB,1741,0.214777861,90,25923,976
143357,A+,4905.609,0.001186714,384,34797.661,1178.182
144009,BBB,870,0.110964202,41,7846,158
144066,A-,340,0.179317504,19,5259,301
144096,A-,9.861,0.415301425,0.208,161.702,56.056
144435,BBB,934,0.159943715,32,42679,1416
144559,BBB,634.1,0.399701698,18.5,7683.9,889
144640,BB+,3.4,0.390693892,7.9,6527.8,-4.3
144998,B+,373.4,0.40445702,87,14619.4,-55.4
145308,B-,108.656,1.558879947,18,1164.902,-93.178
145552,BB,3930,0.230281725,30.5,40412,4568
145977,BBB-,135.178,0.125429328,74,9567.679,306.183
146017,BBB,413.2,0.120420624,11.8,3291.3,365.1
146156,B,567.215,0.507309572,9.7,2376.335,69.471
146171,BB+,64.936,0,7,1601.596,95.754
147305,BB-,433,0.125961843,18.406,6632,1160
147579,B+,1467.576,0.247619605,4.7,8830.669,-382.354
147638,B+,246.5,0.865101863,25.359,3197.1,250.5
147988,BB,692.145,0.273842488,87,17410.825,176.176
148217,B,34.924,0.730951752,2.492,824.443,126.824
148223,B-,11.167,0.438414571,1.888,767.585,69.48
148950,BB-,111.5,0.457837558,5,1187.7,86.5
149177,BB-,87.68,0.781611451,4.527,1103.19,184.449
149318,BB-,2453.122,0.847057658,24.6,4466.297,1662.412
149337,BBB,403,0.254628975,4.325,3705,1724
149738,BB+,6151.7,0.196567877,4.41,3331.2,-561.9
150258,CCC-,217.027,0.37651371,0.797,224.299,53.248
150699,BBB-,652.876,0.351117487,0.856,1380,565.904
150937,BBB-,1125,0.500484731,45.5,11160,-140
151930,BBB,38.415,0.370860547,3.95,995.342,526.364
152249,BBB+,1149.541,0.04993974,1.244,2503.711,11.909
152692,CC,2.877,0.180058383,0.077,92.013,-13.228
153130,A-,1039.494,0.047706579,1.325,4005.657,205.137
154357,BB+,443.8,0.278921799,0.656,1377.1,1246.8
154653,BBB-,56.227,0.721955805,0.156,292.785,271.971
155313,B,17.26,0.297327029,2.9,817.979,50.431
155393,BB-,55.975,0.35796397,0.85,1299.552,279.748
155394,BB,227.4,0.394506021,42.5,8584.031,1860.751
155738,BBB-,69.654,0.907593524,3.7,1181.236,-3253.29
156093,B,0,0.189957548,0.078,151.089,110.356
156383,BBB-,791.266,0.013123326,0.53,2220.282,4892.562
156861,BB,65.7,0.672611559,7.3,3127.3,-19.6
157153,BB,77.4,0.484411109,3.103,1138,481.9
157354,B,50.7,0.284333672,2.26,1364.3,16.3
157955,A,118,0.092007632,0.3,1451,-1119
158354,B,2784,0.043494047,3.4,8307,-1079
160225,A,6721,0.277483266,11.9,10776,2191
160282,B,12.808,0.908188215,2.95,471.317,34.183
160341,CCC,70.236,1.220228124,0.302,399.986,67.218
160541,BBB-,13.044,0.371828652,0.064,175.051,-82.769
160570,B,130.16,0.543780393,7,662.112,48.651
160684,BBB,459.453,0.337793254,8.87,5075.456,2367.069
161120,BBB-,44.767,0.402151641,3.585,1651.731,399.007
161844,BBB-,2128,0.460598955,49,11410,1413
162127,B+,27.077,0.65786584,1.676,743.177,119.486
162129,BBB-,673.1,0.224414662,8.7,7162.8,377.5
162264,BB,3.1,0.286964472,2.303,941.5,67.4
162346,B+,85.6,0.583196046,0.277,399.2,13.7
162385,BB-,190.93,0.340897938,2.6,1018.46,1064.95
162401,BB-,414,0.450103384,15,9657,365
162459,B-,275.841,0.513814288,0.111,178.819,230.143
162733,BB,148.352,0.344674358,5.9,1992.149,218.099
162906,BB+,138.9,0.235301293,12.5,2734.8,815.8
163036,B+,14.449,0.613712835,14,6367.284,-12.287
163113,B,20.8,0.569931034,1.853,1416.2,56.8
163610,A,407,0.04720559,5.631,5958,687
163626,B+,29.025,0.317863781,1.9,1973.204,86.745
163629,B+,45.773,0.334941621,1.988,1209.847,13.579
163697,B-,0,0.458784663,0.176,182.464,74.114
163765,BB-,480.092,0.292763741,30,3472.891,300.781
163983,BB,62.111,0.416259409,16.027,6185.01,2856.345
164086,BB-,77.426,0.538534527,8,1788.044,242.02
164169,BBB-,293,0.09944543,2.9,2288.1,-81.4
164190,BB-,787,0.39109435,26.1,14677,2558
164296,BBB-,300,0.497588526,7,6497,196
164363,B+,248,0.583434343,4.3,2093,134
164506,BB-,42.9,0.304044563,5.04,1557.1,90.7
164606,CCC+,45.596,0.825609001,7.6,396.921,-10.573
164708,A,2486,0.037362056,13,11739,840
165123,BBB-,376,0.353153745,32,7043,-305
165358,BB-,178.571,0.374518112,2.159,639.133,-4.703
165652,B+,268.581,0.34637239,7.134,7743.213,-277.579
165746,BB-,1526.591,0.334069654,8.3,8354.934,696.702
165856,BB-,7.683,0.662717228,1.996,978.137,114.934
165993,BBB,683,0.389766048,55,9241,616
166477,B-,13.39,0.31284967,1.411,567.726,123.741
166482,BB-,195,0.374199594,3.9,1138.9,121.4
170527,B,1143.6,0.486208149,8.7,5026.8,497.9
170750,B+,1666.574,0.206724888,0.158,527.107,2956.701
170841,BBB+,2711,0.185623294,14.8,70898,2785
170965,B+,32.982,0.237078421,1.211,141.36,-30.355
171049,BB,127.176,0.399051728,97,4252.312,-317.397
171059,B,234.422,0.216188279,2.05,587.635,150.937
174049,B+,39.21,0.567672359,2.6,458.55,96.704
174169,B-,0.024,0.730980472,0.245,418.064,282.814
174185,BB-,103.221,0.206390044,4.25,2891.581,142.508
174314,B+,80.446,0.311264194,0.478,304.817,57.564
174474,B-,36.517,0.336049667,0.035,192.92,129.33
174490,B+,59.1,0.822480884,11.87,5387,1017.8
174531,B+,97.3,0.350390675,3.3,987.6,30.7
174700,B,54.243,0.500925596,0.008,166.523,7.593
175007,BB-,64.711,0.431956429,3.589,1362.831,379.436
175110,BB+,455.579,0.527659871,0.102,765.647,945.83
175319,BB,460.245,0.507790977,67.8,6028.199,1116.661
175900,BB+,86.622,0.836417123,29.665,3952.618,121.975
176103,B,13.666,0.195966076,0.905,213.18,-8.169
176239,BB-,154.48,0.80578935,0.069,273.588,376.825
176249,B,2.002,0.444851119,21.5,943.583,75.949
176282,BBB,305,0.369795342,6,4916,3916
176523,BB-,23,0.874125213,0.615,447.6,-4.4
176602,BBB-,954.871,0.052356319,1.278,1130.995,-119.248
176760,BBB-,125,0.21443662,10,5098,392
176928,BBB+,727.7,0.311688312,8,2897,546.3
177108,BB,561.235,0.468282763,28.5,2918.765,299.199
177109,BB,46.134,0.671470485,0.212,294.354,175.855
177267,A-,647,0.212346661,75,12238,-1108
177287,BB,365.963,0.415299318,1.04,1487.973,1131.523
177376,BBB-,11914,0.220381765,15.549,10497,7236
177637,B+,207.073,0.503956738,41.373,3235.846,1349.918
177884,BB+,53.261,0.226133037,1.085,1634.988,2049.367
177983,BBB-,422.623,0.242786256,75,2570.756,112.974
178084,BB,1383.128,0.334048949,10.976,3847.946,558.245
178507,BB+,791.834,0.673203079,2.862,1150.669,69.464
178529,BBB,24.48,0.40055108,0.057,178.339,4.149
178798,CC,0.021,0.451176266,0.1,90.302,23.311
178921,CCC-,71.529,1.347393772,0.045,58.254,-45.025
179077,B-,265.798,0.150513906,0.059,197.314,-251.387
179437,A,75,0.333584337,6.8,3302,1617
179577,BB+,221.73,0.201510651,16,3647.047,101.756
179621,A,4239,0.701500638,79.5,26685,2664
179657,BBB-,52,0.304095058,6.1,1538.4,259.8
179700,BBB+,1787,0.456337453,20,6440,1069
180029,BB,109.3,0.41413336,1.733,725.4,321.5
180167,BBB,122.937,0.476179678,3.6,3401.435,-226.617
180256,B,49.292,0.611015726,0,290.245,-49.018
180270,CCC+,22.795,1.029155715,2,624.677,35.756
180405,BBB-,3245,0.280025212,9.6,6608,2655
180483,BB-,323,0.746373971,21,6489,2674
180652,BBB-,135.1,0.492356193,6.314,1995.2,-486.7
180833,BBB,1795.4,0.728086699,7.6,3742.7,292
181269,B,304.211,0.312233193,1.294,3410.881,491.942
181931,BB+,23.001,0.338265625,3.37,1734.763,239.897
182701,BBB-,29.941,0.579376839,0,294.827,236.313
183187,BBB-,98,0.218904652,0.698,1214,273
183312,B+,149.294,0.678455976,8.356,997.303,50.19
183366,BBB,482,0.186475674,45,4429,393
183791,BBB,3720,0.25069285,2.775,12134,693
184035,B+,74.216,0.341765063,1.14,1332.164,245.883
184254,A,854.982,0.379957698,0.986,1970.384,379.103
184258,BB-,18.609,0.456506112,1.633,416.268,172.939
184442,B+,11.226,0.371799777,0.477,704.665,1072.324
184619,BB-,239.615,0.214201889,7,847.152,94.923
184651,CCC+,650.301,0,0.153,174.718,-355.595
184700,BB+,475.018,0.261950473,7.1,1831.546,1459.881
184748,BB-,9,0.404147699,22.6,4329.5,83.2
184785,BB-,62.788,0.306312219,7.9,1913.641,57.143
184899,BBB-,1006.138,0.082864185,19.531,5567.673,596.203
184996,B-,3393.216,0.267112588,30.025,7000.132,3620.147
185277,B-,194.069,0.69191045,0.744,535.013,49.673
185291,B+,267.684,0.435851697,1.778,1155.892,-25.65
185309,BB-,156.23,0.566428889,0.584,1861.893,-111.136
185334,BB-,353.076,0.465973505,5.1,3127.938,1258.768
185370,BB-,118.756,0.09162956,0.55,611.88,65.744
185645,BB,34.464,0.738597213,16.8,2540.016,0.662
185797,B,665.51,0.412132961,1.1,1035.005,258.772
185980,B,15.821,0.361218329,1.29,392.963,84.85
186276,B,194.057,0.395597141,0.27,310.377,500.096
186278,BBB,274.802,0.522497041,0.076,1339.002,2123.643
186310,BB+,720,0.201196474,37,7068,479
186773,B,134,0.400396058,1.174,1223.3,46.8
186783,BB+,256.452,0.389571462,0.35,1470.641,-702.844
186858,BB,152.58,0.493619208,266.5,14415.829,709.909
186989,BBB,887,0.237407966,44.46,55833,2701
187128,B+,496,0.354487885,0.65,693,148
187406,BB,481.389,0.587543619,2.343,2755.654,360.461
187551,B+,465.114,0.481582825,2.197,3716.64,156.122
187740,B+,332.977,0.484913983,1.4,544.338,306.586
187766,B,26.95,0.240939599,0.846,247.228,25.518
187961,B,32.672,0.759621869,0.324,597.378,565.92
188663,B,501.917,1.331566222,0,431.326,175.506
189491,BBB,308,0.325610133,16,3771,1531
189517,B,39.934,0.667680766,1.099,745.569,493.253
190957,CCC+,48.654,0.448275789,1.7,556.297,0.614
191255,BB+,147.102,0.265702497,11,1811.235,-64.78
192255,B+,57.063,0.539942231,40.4,2810.914,720.319
194956,BB+,139.148,0.440491612,3.526,3578.991,512.173
198355,BB-,40.379,0.643449833,0.158,341.327,31.611
233491,CCC+,83.355,0.500239845,2.864,687.969,9.363
260778,BB,3961.4,0.162137563,7.4,14237.1,1581.4
264397,BB+,73.534,0.368242451,1.734,1265.364,191.333
295786,BB+,5017,0.329264276,62.828,23669,570
316056,BBB-,312.4,0.629883421,9.4,2238,181.5

